molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL272286,CCN(CC)C(=O)C1(c2ccccc2)CC1CNCc1cnco1,10000.0,intermediate
CHEMBL256408,CCN(CC)C(=O)C1(c2ccccc2)CC1CNCc1ncco1,10000.0,inactive
CHEMBL256021,CCN(CC)C(=O)C1(c2ccccc2)CC1CNCC(OC)OC,10000.0,inactive
CHEMBL404475,CCN(CC)C(=O)C1(c2ccccc2)CC1CNCC1CCCC1,10000.0,inactive
CHEMBL272986,CCN(CC)C(=O)C1(c2ccccc2)CC1CNCC(C)C,10000.0,intermediate
CHEMBL272531,CCCCNCC1CC1(C(=O)N(CC)CC)c1ccccc1,10000.0,inactive
CHEMBL272744,CCNCC1CC1(C(=O)N(CC)CC)c1ccccc1,10000.0,intermediate
CHEMBL402365,CCN(CC)C(=O)[C@@]1(c2ccccc2)CC1CNC,10000.0,active
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,660.0,intermediate
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,3100.0,inactive
CHEMBL403441,CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1,400.0,inactive
CHEMBL258060,CNCc1cc(NS(C)(=O)=O)ccc1Oc1ccc(Cl)cc1C,320.0,intermediate
CHEMBL403090,CNCc1cc(N2CCCS2(=O)=O)ccc1Oc1ccc(Cl)cc1C,47.0,inactive
CHEMBL272493,CNCc1cc(C(=O)N(C)C)ccc1Oc1ccc(Cl)cc1C,172.0,intermediate
CHEMBL404317,CNCc1cc(C(=O)NC)ccc1Oc1ccc(Cl)cc1C,387.0,inactive
CHEMBL401819,CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)cc1C,2820.0,inactive
CHEMBL438889,CNCc1cc(N2CCCS2(=O)=O)ccc1Oc1ccc(Cl)cc1Cl,138.0,inactive
CHEMBL258062,CNCc1cc(C(=O)N(C)C)ccc1Oc1ccc(Cl)cc1Cl,275.0,inactive
CHEMBL404754,CNCc1cc(C(=O)NC)ccc1Oc1ccc(Cl)cc1Cl,800.0,inactive
CHEMBL258271,CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)cc1Cl,1210.0,inactive
CHEMBL258063,CNCc1cc(C#N)ccc1Oc1ccc(Cl)cc1Cl,3010.0,inactive
CHEMBL402345,CNCc1cc(C(=O)N(C)C)ccc1Oc1ccc(Cl)cc1OC,40000.0,inactive
CHEMBL257481,CNCc1cc(C(=O)NC)ccc1Oc1ccc(Cl)cc1OC,15700.0,intermediate
CHEMBL401877,CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)cc1OC,21000.0,inactive
CHEMBL401878,CNCc1cc(C#N)ccc1Oc1ccc(Cl)cc1OC,40000.0,intermediate
CHEMBL255957,CNCc1ccccc1Oc1ccc(OC)cc1Cl,5950.0,intermediate
CHEMBL256168,CNCc1ccccc1Oc1ccc(F)cc1Cl,6510.0,inactive
CHEMBL403071,CNCc1ccccc1Oc1ccc(Cl)cc1C,421.0,intermediate
CHEMBL256816,CNCc1ccccc1Oc1ccc(Cl)cc1Cl,506.0,inactive
CHEMBL256818,CNCc1ccccc1Oc1ccc(Cl)cc1OC,19600.0,inactive
CHEMBL404258,COc1cc(Cl)ccc1Oc1ccccc1CN(C)C,3780.0,inactive
CHEMBL256817,CN(C)Cc1ccccc1Oc1ccc(F)cc1Cl,2130.0,inactive
CHEMBL256819,CN(C)Cc1ccccc1Oc1ccc(Cl)cc1F,421.0,inactive
CHEMBL402057,CN(C)Cc1ccccc1Oc1ccc(Cl)cc1Cl,195.0,inactive
CHEMBL257423,CN(C)Cc1ccccc1Oc1ccc(Cl)cc1,124.0,inactive
CHEMBL257424,CN(C)Cc1ccccc1Oc1cccc(Cl)c1,194.0,inactive
CHEMBL402851,CN(C)Cc1ccccc1Oc1ccccc1Cl,2730.0,inactive
CHEMBL247733,Cc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1C,727.0,inactive
CHEMBL403441,CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1,4000.0,inactive
CHEMBL260036,CN(C)Cc1cnccc1Oc1ccc(Cl)cc1Cl,2430.0,intermediate
CHEMBL256136,CN(C)Cc1cnccc1Oc1ccc(Cl)cc1Br,1970.0,inactive
CHEMBL256970,Cc1cc(Oc2ccc(Cl)cc2C)c(CN(C)C)cn1,1680.0,inactive
CHEMBL401596,Cc1cc(Cl)ccc1Oc1ccncc1CN(C)C,3230.0,intermediate
CHEMBL256293,CCc1cc(Cl)ccc1Oc1cc(C)ncc1CN(C)C,34000.0,inactive
CHEMBL403251,CCc1cc(Cl)ccc1Oc1cc(C)ncc1CNC,34100.0,intermediate
CHEMBL402000,CCc1cc(Cl)ccc1Oc1ccncc1CN(C)C,38000.0,intermediate
CHEMBL403080,COc1cc(Cl)ccc1Oc1cc(C)ncc1CN(C)C,5040.0,inactive
CHEMBL257593,COc1cc(Cl)ccc1Oc1ccncc1CN(C)C,10200.0,inactive
CHEMBL402345,CNCc1cc(C(=O)N(C)C)ccc1Oc1ccc(Cl)cc1OC,4000.0,inactive
CHEMBL247733,Cc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1C,727.0,inactive
CHEMBL259209,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,6100.0,inactive
CHEMBL405462,CCN(CC)C(=O)C1(c2ccccc2)CC1(C)CN,10000.0,inactive
CHEMBL402441,C#CCN(CC#C)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,10000.0,inactive
CHEMBL256557,C=CCN(CC=C)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,6300.0,inactive
CHEMBL258451,C#CCN(CC(=C)F)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,10000.0,inactive
CHEMBL404729,C=CCN(CC(=C)F)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,2900.0,inactive
CHEMBL257335,C=C(F)CN(C)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,10000.0,inactive
CHEMBL404730,C#CCN(CC1CC1)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,10000.0,intermediate
CHEMBL257336,C#CCN(C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN)C1CC1,10000.0,inactive
CHEMBL260131,C#CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,10000.0,inactive
CHEMBL408016,CCN(CC1CC1)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,10000.0,inactive
CHEMBL405613,C=C(F)CN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,10000.0,inactive
CHEMBL427904,C=CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,10000.0,inactive
CHEMBL264678,CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,10000.0,inactive
CHEMBL264430,NC[C@@H]1C[C@@]1(C(=O)N1CCc2ccccc2C1)c1ccc2c(c1)OCO2,3600.0,inactive
CHEMBL410015,NC[C@@H]1C[C@@]1(C(=O)N1CCc2sccc2C1)c1ccc2c(c1)OCO2,10000.0,intermediate
CHEMBL411033,NC[C@@H]1C[C@@]1(C(=O)C1NCc2ccccc21)c1ccc2c(c1)OCO2,3600.0,inactive
CHEMBL411655,NC[C@@H]1C[C@@]1(C(=O)N1CCOc2ccccc21)c1ccc2c(c1)OCO2,5100.0,inactive
CHEMBL409715,NC[C@@H]1C[C@@]1(C(=O)N1CCc2ccccc21)c1ccc2c(c1)OCO2,640.0,inactive
CHEMBL260863,C=CCN(CC#CC)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,10000.0,inactive
CHEMBL408384,C#CCN(CC#C)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,4300.0,inactive
CHEMBL259694,C=CCN(CC=C)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,10000.0,intermediate
CHEMBL406789,C=CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,10000.0,inactive
CHEMBL260988,CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,10000.0,inactive
CHEMBL405728,CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)CCC3)C[C@H]1CN,10000.0,inactive
CHEMBL410055,CC#CCN(CCC)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,10000.0,inactive
CHEMBL410054,C=CCN(CC#CC)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,10000.0,intermediate
CHEMBL411677,C#CCN(CC#C)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,10000.0,inactive
CHEMBL408940,C#CCN(CC=C)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,10000.0,intermediate
CHEMBL404013,C=CCN(CC=C)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,10000.0,active
CHEMBL403469,C=CCN(CCC)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,10000.0,intermediate
CHEMBL258180,C=CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,10000.0,active
CHEMBL403949,CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,10000.0,active
CHEMBL258450,CCN(CC)C(=O)[C@@]1(c2ccc3occc3c2)C[C@H]1CN,10000.0,active
CHEMBL255303,CCN(CC)C(=O)[C@@]1(c2ccc3sccc3c2)C[C@H]1CN,1300.0,active
CHEMBL404145,CCN(CC)C(=O)[C@@]1(c2cccc(F)c2)C[C@H]1CN,10000.0,active
CHEMBL99946,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,3200.0,active
CHEMBL252923,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,10000.0,active
CHEMBL257550,NCC1C(c2ccccc2)C1(C(=O)N1CCc2ccccc21)c1ccccc1,4300.0,inactive
CHEMBL257549,C=CCN(CC)C(=O)C1(c2ccccc2)C(CN)C1c1ccccc1,10000.0,intermediate
CHEMBL257551,CCN(CC)C(=O)C1(c2ccccc2)C(CN)C1c1ccccc1,10000.0,inactive
CHEMBL410062,CC1(C)C(CN)C1(C(=O)N1CCc2ccccc21)c1ccccc1,10000.0,inactive
CHEMBL260335,C=CCN(CC)C(=O)C1(c2ccccc2)C(CN)C1(C)C,10000.0,inactive
CHEMBL260336,CCN(CC)C(=O)C1(c2ccccc2)C(CN)C1(C)C,4500.0,inactive
CHEMBL260440,NCC1CC1(C(=O)N1CCc2ccccc21)c1ccccc1,3900.0,intermediate
CHEMBL260439,C=CCN(CC)C(=O)C1(c2ccccc2)CC1CN,10000.0,inactive
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,3100.0,inactive
CHEMBL99946,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,3200.0,inactive
CHEMBL402089,NC[C@@H]1C[C@@]1(C(=O)N1C=COc2ccccc21)c1ccsc1,10000.0,intermediate
CHEMBL255246,NC[C@@H]1C[C@@]1(C(=O)N1CCCc2ccccc21)c1ccsc1,10000.0,inactive
CHEMBL257348,NC[C@@H]1C[C@@]1(C(=O)C1NCc2ccccc21)c1ccsc1,6900.0,inactive
CHEMBL404027,NC[C@@H]1C[C@@]1(C(=O)N1CCc2ccccc2C1)c1ccsc1,10000.0,inactive
CHEMBL402090,NC[C@@H]1C[C@@]1(C(=O)N1C=CCCC1)c1ccsc1,10000.0,inactive
CHEMBL257389,C=C(F)CN(CCOC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,10000.0,inactive
CHEMBL402027,C=C(F)CN(C)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,10000.0,inactive
CHEMBL257388,C#CCN(CC#C)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,10000.0,intermediate
CHEMBL439423,C#CCN(C)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,10000.0,inactive
CHEMBL257390,C#CCN(CCOC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,10000.0,inactive
CHEMBL255448,COCCN(C)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,10000.0,intermediate
CHEMBL255449,C=CCN(C(=O)[C@@]1(c2ccsc2)C[C@H]1CN)C1CC1,10000.0,intermediate
CHEMBL403616,C=CCN(CCOC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,10000.0,inactive
CHEMBL255450,C#CCN(CC=C)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,10000.0,inactive
CHEMBL255663,C=CCN(CC=C)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,8300.0,inactive
CHEMBL257603,C=CCN(C)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,10000.0,inactive
CHEMBL257602,C=CCN(CC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,10000.0,inactive
CHEMBL403759,CCN(CC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN(C)C,10000.0,inactive
CHEMBL403760,CCN(CC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CNC,10000.0,inactive
CHEMBL257808,CCN(CC)C(=O)[C@@]1(c2csc3ccccc23)C[C@H]1CN,10000.0,inactive
CHEMBL403370,CCN(CC)C(=O)[C@@]1(c2nc3ccccc3s2)C[C@H]1CN,10000.0,inactive
CHEMBL257130,CCN(CC)C(=O)[C@@]1(c2cc3cc(F)ccc3s2)C[C@H]1CN,10000.0,inactive
CHEMBL257338,CCN(CC)C(=O)[C@@]1(c2cc3ccccc3s2)C[C@H]1CN,2400.0,intermediate
CHEMBL402088,CCN(CC)C(=O)[C@@]1(c2cccnc2)C[C@H]1CN,10000.0,intermediate
CHEMBL401976,CCN(CC)C(=O)[C@@]1(c2ccccn2)C[C@H]1CN,10000.0,intermediate
CHEMBL258013,CCN(CC)C(=O)[C@@]1(c2sc(Cl)c(Cl)c2Cl)C[C@H]1CN,10000.0,inactive
CHEMBL401804,CCN(CC)C(=O)[C@@]1(c2cc(Cl)c(Cl)s2)C[C@H]1CN,10000.0,intermediate
CHEMBL257810,CCN(CC)C(=O)[C@@]1(c2ccc(Cl)s2)C[C@H]1CN,10000.0,inactive
CHEMBL257809,CCN(CC)C(=O)[C@@]1(c2ccc(Br)s2)C[C@H]1CN,6300.0,inactive
CHEMBL257964,CCN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,10000.0,inactive
CHEMBL401676,CCN(CC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,10000.0,intermediate
CHEMBL401677,C=CN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,10000.0,intermediate
CHEMBL259209,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,10000.0,inactive
CHEMBL469664,O=C(Nc1ccc(Br)cc1)c1cccc(S(=O)(=O)Nc2ccc(Br)cc2)c1,1700.0,inactive
CHEMBL503461,CC(C)C[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@@H]2CSSC[C@H](NC1=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@H](C(=O)O)CSSC[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](N)CC(N)=O)C(C)C)C(=O)N2,199526.23,inactive
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,1060.0,inactive
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,507.0,inactive
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,1172.0,inactive
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,759.0,intermediate
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,392.0,inactive
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,283.0,inactive
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,366.0,intermediate
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,259.0,inactive
CHEMBL506098,CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@@]2(CC=C(C)C)C(=O)[C@@](CC=C(C)C)(CC3=C[C@H]4[C@H](CC3)[C@](C)(OO)CC[C@@H]4C(C)C)C(=O)[C@]1(C(=O)C(C)C)C2=O,0.05,inactive
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,478.0,inactive
CHEMBL497846,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1c(C)cccc1F,10000.0,inactive
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,3000.0,inactive
CHEMBL497512,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1c(F)cccc1C(F)(F)F,10000.0,inactive
CHEMBL526825,CCc1cccc(F)c1O[C@H]1c2ccccc2CO[C@H]1CNC,10000.0,inactive
CHEMBL497845,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1cc(F)ccc1C,10000.0,inactive
CHEMBL497680,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccc(F)cc1C,10000.0,inactive
CHEMBL497679,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1cccc(Cl)c1C,1400.0,inactive
CHEMBL444742,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1cccc(F)c1C,10000.0,inactive
CHEMBL526270,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1C(F)(F)F,10000.0,inactive
CHEMBL497493,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1SC,10000.0,inactive
CHEMBL497492,CNC[C@H]1OCc2ccccc2[C@@H]1Oc1ccccc1SC,4000.0,inactive
CHEMBL496285,CCOc1ccccc1O[C@H]1c2ccccc2CO[C@@H]1CNC,10000.0,intermediate
CHEMBL524624,CNC[C@H]1OCc2ccccc2[C@@H]1Oc1ccccc1OC,10000.0,inactive
CHEMBL522065,CCc1ccccc1O[C@H]1c2ccccc2CO[C@@H]1CNC,10000.0,intermediate
CHEMBL498687,CCc1ccccc1O[C@H]1c2ccccc2CO[C@H]1CNC,10000.0,intermediate
CHEMBL526670,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1F,10000.0,inactive
CHEMBL498686,CNC[C@H]1CCc2ccccc2[C@@H]1Oc1ccccc1C,10000.0,active
CHEMBL526669,CNC[C@H]1OCc2ccccc2[C@@H]1Oc1ccccc1C,4100.0,inactive
CHEMBL496284,CNC[C@H]1OCc2ccccc2[C@@H]1Oc1ccccc1Cl,10000.0,intermediate
CHEMBL505439,CNC[C@H]1CS(=O)(=O)c2ccccc2[C@@H]1Oc1ccccc1C,10000.0,intermediate
CHEMBL523574,CNC[C@H]1CSc2ccccc2[C@@H]1Oc1ccccc1C,7500.0,inactive
CHEMBL498495,CNC[C@H]1COc2ccccc2[C@@H]1Oc1ccccc1C,4200.0,inactive
CHEMBL525375,CNC[C@@H]1CCc2ccccc2[C@@H]1Oc1ccccc1C,10000.0,intermediate
CHEMBL498680,CNC[C@@H]1SCc2ccccc2[C@@H]1Oc1ccccc1Cl,10000.0,intermediate
CHEMBL524798,Cc1ccccc1O[C@H]1c2ccccc2CO[C@H]1CN,10000.0,active
CHEMBL448375,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1Cl,10000.0,active
CHEMBL505433,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1C,10000.0,active
CHEMBL498510,CNC[C@@H]1CSc2ccccc2[C@@H]1Oc1ccccc1Cl,10000.0,active
CHEMBL498509,Cc1ccccc1O[C@H]1c2ccccc2OC[C@H]1CN,10000.0,active
CHEMBL445082,CNC[C@@H]1COc2ccccc2[C@@H]1Oc1ccccc1C,10000.0,active
CHEMBL451105,Cc1ccccc1O[C@H]1c2ccccc2OC[C@H]1CN(C)C,10000.0,active
CHEMBL497479,CNC[C@@H]1COc2ccccc2[C@@H]1Oc1ccccc1Cl,10000.0,active
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,6000.0,active
CHEMBL295467,CNCCC(Oc1ccccc1OC)c1ccccc1,2400.0,active
CHEMBL526306,CNC[C@H]1Cc2ccccc2[C@@H]1Oc1cccc2ccccc12,4000.0,active
CHEMBL497665,CNC[C@H]1Cc2ccccc2[C@@H]1Oc1ccccc1C,10000.0,active
CHEMBL524271,CNC[C@@H]1Cc2ccccc2[C@@H]1Oc1cccc2ccccc12,5700.0,active
CHEMBL497664,CN(C)C[C@@H]1Cc2ccccc2[C@@H]1Oc1ccc(C(F)(F)F)cc1,10000.0,active
CHEMBL497666,CNC[C@@H]1Cc2ccccc2[C@@H]1Oc1ccc(C(F)(F)F)cc1,10000.0,active
CHEMBL505902,Cc1ccccc1O[C@H]1c2ccccc2C[C@H]1CN(C)C,10000.0,intermediate
CHEMBL455447,CNC[C@@H]1Cc2ccccc2[C@@H]1Oc1ccccc1C,5300.0,active
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,3000.0,intermediate
CHEMBL180101,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,10000.0,intermediate
CHEMBL524313,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccc(O)cc1C,10000.0,intermediate
CHEMBL497512,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1c(F)cccc1C(F)(F)F,10000.0,intermediate
CHEMBL497846,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1c(C)cccc1F,10000.0,inactive
CHEMBL444742,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1cccc(F)c1C,10000.0,inactive
CHEMBL498482,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1cccc(C)c1C,10000.0,inactive
CHEMBL498120,CNC[C@H]1OCc2ccccc2[C@H]1Oc1cccc(C)c1C,2600.0,inactive
CHEMBL498141,CNC[C@H]1OCc2ccccc2[C@H]1Oc1ccccc1C(F)(F)F,10000.0,inactive
CHEMBL526270,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1C(F)(F)F,10000.0,inactive
CHEMBL525717,CNC[C@H]1OCc2ccccc2[C@H]1Oc1ccccc1Cl,7000.0,inactive
CHEMBL448375,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1Cl,10000.0,active
CHEMBL452429,CNC[C@H]1COc2ccccc2[C@H]1Oc1ccccc1Cl,10000.0,inactive
CHEMBL497479,CNC[C@@H]1COc2ccccc2[C@@H]1Oc1ccccc1Cl,10000.0,intermediate
CHEMBL498481,CCc1ccccc1O[C@@H]1c2ccccc2OC[C@@H]1CNC,10000.0,active
CHEMBL525238,CCc1ccccc1O[C@H]1c2ccccc2OC[C@H]1CNC,10000.0,intermediate
CHEMBL443952,CNC[C@@H]1OCc2ccccc2[C@H]1Oc1ccccc1C,10000.0,inactive
CHEMBL526669,CNC[C@H]1OCc2ccccc2[C@@H]1Oc1ccccc1C,10000.0,inactive
CHEMBL497461,CNC[C@@H]1COc2ccccc2[C@H]1Oc1ccccc1C,10000.0,inactive
CHEMBL498495,CNC[C@H]1COc2ccccc2[C@@H]1Oc1ccccc1C,10000.0,inactive
CHEMBL525532,Cc1ccccc1O[C@@H]1c2ccccc2CO[C@@H]1CN,10000.0,intermediate
CHEMBL524798,Cc1ccccc1O[C@H]1c2ccccc2CO[C@H]1CN,10000.0,active
CHEMBL510352,Cc1ccccc1O[C@@H]1c2ccccc2OC[C@@H]1CN,10000.0,intermediate
CHEMBL498509,Cc1ccccc1O[C@H]1c2ccccc2OC[C@H]1CN,10000.0,active
CHEMBL504606,CNC[C@H]1OCc2ccccc2[C@H]1Oc1ccccc1C,10000.0,active
CHEMBL505433,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1C,2500.0,active
CHEMBL498142,CNC[C@H]1COc2ccccc2[C@H]1Oc1ccccc1C,10000.0,intermediate
CHEMBL445082,CNC[C@@H]1COc2ccccc2[C@@H]1Oc1ccccc1C,3400.0,intermediate
CHEMBL497463,CNC[C@H]1CCc2ccccc2[C@H]1Oc1ccccc1C,3800.0,intermediate
CHEMBL525375,CNC[C@@H]1CCc2ccccc2[C@@H]1Oc1ccccc1C,10000.0,inactive
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,303.0,inactive
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,19500.0,intermediate
CHEMBL465123,NCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,6488.0,intermediate
CHEMBL446084,NCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,7133.0,active
CHEMBL313041,COc1ccc(C2=NNC(=O)C3CC=CCC23)cc1OC,100000.0,active
CHEMBL480988,COc1ccc(C2=NN(CCCCCBr)C(=O)C3CC=CCC23)cc1OC,100000.0,active
CHEMBL454507,COc1ccc(C2=NN(CCCCCNCC[C@H](Oc3ccc(C(F)(F)F)cc3)c3ccccc3)C(=O)C3CC=CCC23)cc1OC,5983.0,intermediate
CHEMBL499461,COc1ccc(C2=NN(CCCCCNCC[C@@H](Oc3ccc(C(F)(F)F)cc3)c3ccccc3)C(=O)C3CC=CCC23)cc1OC,7001.0,inactive
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,89.1,intermediate
CHEMBL523916,CN1[C@H]2CC[C@@H]1[C@@H](c1cn(Cc3ccccc3)nn1)[C@@H](c1ccc(Cl)cc1)C2.Cl,47.0,inactive
CHEMBL496911,CN1[C@H]2CC[C@@H]1[C@@H](c1cn(CCN3CCCCC3)nn1)[C@@H](c1ccc(Cl)cc1)C2.Cl,8.0,intermediate
CHEMBL496913,CN1[C@H]2CC[C@@H]1[C@@H](C#Cc1ccc(N)cc1)[C@@H](c1ccc(Cl)cc1)C2.Cl,2.2,intermediate
CHEMBL522699,CN1[C@H]2CC[C@@H]1[C@@H](C#Cc1ccc([N+](=O)[O-])cc1)[C@@H](c1ccc(Cl)cc1)C2.Cl,0.9,active
CHEMBL494814,CN1[C@H]2CC[C@@H]1[C@@H](C#Cc1ccccc1)[C@@H](c1ccc(Cl)cc1)C2.Cl,0.8,active
CHEMBL494807,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2C#Cc2ccccc2)N3C)cc1.Cl,0.8,inactive
CHEMBL449047,C#C[C@H]1[C@@H](c2ccc(Cl)cc2)C[C@@H]2CC[C@H]1N2C.Cl,3.6,intermediate
CHEMBL451071,C#C[C@H]1[C@@H](c2ccc(C)cc2)C[C@@H]2CC[C@H]1N2C.Cl,11.0,intermediate
CHEMBL494624,CN1[C@H]2CC[C@@H]1[C@H](C=C(Br)Br)[C@@H](c1ccc(Cl)cc1)C2.Cl,1.4,inactive
CHEMBL524188,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@@H]2C=C(Br)Br)N3C)cc1.Cl,3.6,inactive
